,country,time-period,GDP(mm-euro)
1412,Finland,2001-Q2,45241.0
1413,Finland,2001-Q3,45527.0
1414,Finland,2001-Q4,45399.0
1415,Finland,2002-Q1,45696.0
1416,Finland,2002-Q2,46148.0
1417,Finland,2002-Q3,46040.0
1418,Finland,2002-Q4,46564.0
1419,Finland,2003-Q1,46235.0
1420,Finland,2003-Q2,46900.0
1421,Finland,2003-Q3,47461.0
1422,Finland,2003-Q4,47548.0
1423,Finland,2004-Q1,48155.0
1424,Finland,2004-Q2,48569.0
1425,Finland,2004-Q3,49096.0
1426,Finland,2004-Q4,49835.0
1427,Finland,2005-Q1,50328.0
1428,Finland,2005-Q2,49726.0
1429,Finland,2005-Q3,50446.0
1430,Finland,2005-Q4,50591.0
1431,Finland,2006-Q1,51853.0
1432,Finland,2006-Q2,51980.0
1433,Finland,2006-Q3,52474.0
1434,Finland,2006-Q4,52886.0
1435,Finland,2007-Q1,53908.0
1436,Finland,2007-Q2,54877.0
1437,Finland,2007-Q3,55381.0
1438,Finland,2007-Q4,56112.0
1439,Finland,2008-Q1,56043.0
1440,Finland,2008-Q2,55593.0
1441,Finland,2008-Q3,55785.0
1442,Finland,2008-Q4,54588.0
1443,Finland,2009-Q1,51052.0
1444,Finland,2009-Q2,50829.0
1445,Finland,2009-Q3,51299.0
1446,Finland,2009-Q4,50903.0
1447,Finland,2010-Q1,51413.0
1448,Finland,2010-Q2,52833.0
1449,Finland,2010-Q3,52616.0
1450,Finland,2010-Q4,53721.0
1451,Finland,2011-Q1,54021.0
1452,Finland,2011-Q2,53927.0
1453,Finland,2011-Q3,53993.0
1454,Finland,2011-Q4,54008.0
1455,Finland,2012-Q1,53772.0
1456,Finland,2012-Q2,53203.0
1457,Finland,2012-Q3,52998.0
1458,Finland,2012-Q4,52957.0
1459,Finland,2013-Q1,52503.0
1460,Finland,2013-Q2,52745.0
1461,Finland,2013-Q3,52929.0
1462,Finland,2013-Q4,52834.0
1463,Finland,2014-Q1,52426.0
1464,Finland,2014-Q2,52511.0
1465,Finland,2014-Q3,52714.0
1466,Finland,2014-Q4,52588.0
1467,Finland,2015-Q1,52179.0
1468,Finland,2015-Q2,52973.0
1469,Finland,2015-Q3,52968.0
1470,Finland,2015-Q4,53265.0
1471,Finland,2016-Q1,53922.0
1472,Finland,2016-Q2,54006.0
1473,Finland,2016-Q3,54616.0
1474,Finland,2016-Q4,54784.0
1475,Finland,2017-Q1,55343.0
1476,Finland,2017-Q2,56048.0
1477,Finland,2017-Q3,56257.0
1478,Finland,2017-Q4,56621.0
1479,Finland,2018-Q1,56768.0
1480,Finland,2018-Q2,56749.0
1481,Finland,2018-Q3,56655.0
1482,Finland,2018-Q4,56651.0
1483,Finland,2019-Q1,57061.0
1484,Finland,2019-Q2,57579.0
1485,Finland,2019-Q3,57554.0
1486,Finland,2019-Q4,57405.0
1487,Finland,2020-Q1,57338.0
1488,Finland,2020-Q2,53833.0
1489,Finland,2020-Q3,56453.0
1490,Finland,2020-Q4,56862.0
1491,Finland,2021-Q1,56794.0
1492,Finland,2021-Q2,57661.0
1493,Finland,2021-Q3,58180.0
1494,Finland,2021-Q4,58634.0
1495,Finland,2022-Q1,58930.0
1496,Finland,2022-Q2,59282.0
1497,France,1980-Q1,294418.3
1498,France,1980-Q2,292286.3
1499,France,1980-Q3,292737.8
1500,France,1980-Q4,292162.5
1501,France,1981-Q1,293099.3
1502,France,1981-Q2,295140.2
1503,France,1981-Q3,297082.7
1504,France,1981-Q4,298832.7
1505,France,1982-Q1,301331.5
1506,France,1982-Q2,303373.3
1507,France,1982-Q3,303344.2
1508,France,1982-Q4,305141.7
1509,France,1983-Q1,306418.9
1510,France,1983-Q2,306479.7
1511,France,1983-Q3,306792.8
1512,France,1983-Q4,308680.8
1513,France,1984-Q1,309925.0
1514,France,1984-Q2,311225.0
1515,France,1984-Q3,313425.7
1516,France,1984-Q4,313193.7
1517,France,1985-Q1,314018.7
1518,France,1985-Q2,316851.7
1519,France,1985-Q3,318505.9
1520,France,1985-Q4,319878.0
1521,France,1986-Q1,321005.5
1522,France,1986-Q2,324566.4
1523,France,1986-Q3,326121.3
1524,France,1986-Q4,326462.3
1525,France,1987-Q1,326949.0
1526,France,1987-Q2,331723.9
1527,France,1987-Q3,334068.6
1528,France,1987-Q4,338872.1
1529,France,1988-Q1,343007.3
1530,France,1988-Q2,345914.9
1531,France,1988-Q3,350371.6
1532,France,1988-Q4,353415.9
1533,France,1989-Q1,357605.8
1534,France,1989-Q2,361831.0
1535,France,1989-Q3,365764.7
1536,France,1989-Q4,370564.3
1537,France,1990-Q1,372122.8
1538,France,1990-Q2,374027.4
1539,France,1990-Q3,375916.9
1540,France,1990-Q4,375877.8
1541,France,1991-Q1,376368.5
1542,France,1991-Q2,377872.1
1543,France,1991-Q3,378692.0
1544,France,1991-Q4,381302.2
1545,France,1992-Q1,384269.8
1546,France,1992-Q2,384564.2
1547,France,1992-Q3,384394.1
1548,France,1992-Q4,383645.1
1549,France,1993-Q1,381140.7
1550,France,1993-Q2,381011.7
1551,France,1993-Q3,381700.9
1552,France,1993-Q4,382564.9
1553,France,1994-Q1,385120.7
1554,France,1994-Q2,389022.9
1555,France,1994-Q3,392342.0
1556,France,1994-Q4,395982.5
1557,France,1995-Q1,397259.3
1558,France,1995-Q2,399744.8
1559,France,1995-Q3,400413.6
1560,France,1995-Q4,400435.0
1561,France,1996-Q1,403228.7
1562,France,1996-Q2,403682.3
1563,France,1996-Q3,405756.6
1564,France,1996-Q4,406808.5
1565,France,1997-Q1,408215.2
1566,France,1997-Q2,412301.0
1567,France,1997-Q3,416342.8
1568,France,1997-Q4,420467.0
1569,France,1998-Q1,424386.6
1570,France,1998-Q2,427810.8
1571,France,1998-Q3,430990.1
1572,France,1998-Q4,433817.6
1573,France,1999-Q1,438463.6
1574,France,1999-Q2,439677.0
1575,France,1999-Q3,444481.1
1576,France,1999-Q4,450863.2
1577,France,2000-Q1,455572.4
1578,France,2000-Q2,460280.2
1579,France,2000-Q3,463397.3
1580,France,2000-Q4,467234.8
1581,France,2001-Q1,469613.1
1582,France,2001-Q2,470166.8
1583,France,2001-Q3,471373.1
1584,France,2001-Q4,471061.5
1585,France,2002-Q1,473763.3
1586,France,2002-Q2,475738.0
1587,France,2002-Q3,476845.7
1588,France,2002-Q4,477970.9
1589,France,2003-Q1,478479.7
1590,France,2003-Q2,477428.2
1591,France,2003-Q3,480593.6
1592,France,2003-Q4,483865.1
1593,France,2004-Q1,488620.7
1594,France,2004-Q2,491473.3
1595,France,2004-Q3,492795.9
1596,France,2004-Q4,496499.8
1597,France,2005-Q1,497670.9
1598,France,2005-Q2,499030.8
1599,France,2005-Q3,501742.9
1600,France,2005-Q4,505101.3
1601,France,2006-Q1,509083.0
1602,France,2006-Q2,514325.4
1603,France,2006-Q3,514646.4
1604,France,2006-Q4,518419.9
1605,France,2007-Q1,522249.6
1606,France,2007-Q2,525743.0
1607,France,2007-Q3,528196.4
1608,France,2007-Q4,529216.8
1609,France,2008-Q1,531839.4
1610,France,2008-Q2,528916.3
1611,France,2008-Q3,527912.0
1612,France,2008-Q4,520025.3
1613,France,2009-Q1,511197.5
1614,France,2009-Q2,511121.5
1615,France,2009-Q3,511993.7
1616,France,2009-Q4,515629.0
1617,France,2010-Q1,517443.3
1618,France,2010-Q2,519943.6
1619,France,2010-Q3,523155.5
1620,France,2010-Q4,526730.2
1621,France,2011-Q1,532156.3
1622,France,2011-Q2,531681.4
1623,France,2011-Q3,534290.4
1624,France,2011-Q4,535320.6
1625,France,2012-Q1,535414.8
1626,France,2012-Q2,534617.4
1627,France,2012-Q3,535863.5
1628,France,2012-Q4,535291.4
1629,France,2013-Q1,535638.9
1630,France,2013-Q2,539227.2
1631,France,2013-Q3,538678.1
1632,France,2013-Q4,542260.2
1633,France,2014-Q1,542279.8
1634,France,2014-Q2,542755.7
1635,France,2014-Q3,545860.2
1636,France,2014-Q4,545671.9
1637,France,2015-Q1,548548.1
1638,France,2015-Q2,549168.5
1639,France,2015-Q3,550401.4
1640,France,2015-Q4,551497.4
1641,France,2016-Q1,554946.9
1642,France,2016-Q2,553303.5
1643,France,2016-Q3,554849.3
1644,France,2016-Q4,558137.4
1645,France,2017-Q1,562328.1
1646,France,2017-Q2,566717.2
1647,France,2017-Q3,571517.9
1648,France,2017-Q4,575074.8
1649,France,2018-Q1,575499.0
1650,France,2018-Q2,577867.0
1651,France,2018-Q3,580094.1
1652,France,2018-Q4,583635.4
1653,France,2019-Q1,587677.5
1654,France,2019-Q2,591541.3
1655,France,2019-Q3,591571.8
1656,France,2019-Q4,589957.6
1657,France,2020-Q1,557081.0
1658,France,2020-Q2,481673.3
1659,France,2020-Q3,570214.0
1660,France,2020-Q4,565208.4
1661,France,2021-Q1,565534.5
1662,France,2021-Q2,571405.7
1663,France,2021-Q3,590538.5
1664,France,2021-Q4,593788.1
1665,France,2022-Q1,592523.8
1666,France,2022-Q2,595566.6
1667,Croatia,1995-Q1,7376.4
1668,Croatia,1995-Q2,7461.7
1669,Croatia,1995-Q3,7558.6
1670,Croatia,1995-Q4,7824.4
1671,Croatia,1996-Q1,7874.4
1672,Croatia,1996-Q2,7933.4
1673,Croatia,1996-Q3,8036.2
1674,Croatia,1996-Q4,8191.4
1675,Croatia,1997-Q1,8342.2
1676,Croatia,1997-Q2,8507.9
1677,Croatia,1997-Q3,8550.7
1678,Croatia,1997-Q4,8605.4
1679,Croatia,1998-Q1,8581.3
1680,Croatia,1998-Q2,8600.4
1681,Croatia,1998-Q3,8740.1
1682,Croatia,1998-Q4,8851.9
1683,Croatia,1999-Q1,8566.2
1684,Croatia,1999-Q2,8658.2
1685,Croatia,1999-Q3,8609.5
1686,Croatia,1999-Q4,8640.8
1687,Croatia,2000-Q1,8883.9
1688,Croatia,2000-Q2,8751.8
1689,Croatia,2000-Q3,8889.9
1690,Croatia,2000-Q4,8946.1
1691,Croatia,2001-Q1,9030.3
1692,Croatia,2001-Q2,9082.3
1693,Croatia,2001-Q3,9176.8
1694,Croatia,2001-Q4,9240.1
1695,Croatia,2002-Q1,9431.3
1696,Croatia,2002-Q2,9550.5
1697,Croatia,2002-Q3,9746.5
1698,Croatia,2002-Q4,9871.5
1699,Croatia,2003-Q1,10003.4
1700,Croatia,2003-Q2,10163.9
1701,Croatia,2003-Q3,10232.4
1702,Croatia,2003-Q4,10324.7
1703,Croatia,2004-Q1,10479.5
1704,Croatia,2004-Q2,10522.4
1705,Croatia,2004-Q3,10607.8
1706,Croatia,2004-Q4,10804.9
1707,Croatia,2005-Q1,10666.6
1708,Croatia,2005-Q2,11067.4
1709,Croatia,2005-Q3,11177.4
1710,Croatia,2005-Q4,11311.2
1711,Croatia,2006-Q1,11364.4
1712,Croatia,2006-Q2,11523.2
1713,Croatia,2006-Q3,11684.7
1714,Croatia,2006-Q4,11832.0
1715,Croatia,2007-Q1,12090.6
1716,Croatia,2007-Q2,12178.6
1717,Croatia,2007-Q3,12202.0
1718,Croatia,2007-Q4,12194.5
1719,Croatia,2008-Q1,12528.6
1720,Croatia,2008-Q2,12583.3
1721,Croatia,2008-Q3,12379.6
1722,Croatia,2008-Q4,12078.8
1723,Croatia,2009-Q1,11490.9
1724,Croatia,2009-Q2,11544.9
1725,Croatia,2009-Q3,11421.5
1726,Croatia,2009-Q4,11507.3
1727,Croatia,2010-Q1,11385.1
1728,Croatia,2010-Q2,11270.3
1729,Croatia,2010-Q3,11447.2
1730,Croatia,2010-Q4,11300.9
1731,Croatia,2011-Q1,11259.0
1732,Croatia,2011-Q2,11432.3
1733,Croatia,2011-Q3,11386.5
1734,Croatia,2011-Q4,11308.0
1735,Croatia,2012-Q1,11173.5
1736,Croatia,2012-Q2,11075.4
1737,Croatia,2012-Q3,11112.3
1738,Croatia,2012-Q4,11024.2
1739,Croatia,2013-Q1,11086.4
1740,Croatia,2013-Q2,11095.0
1741,Croatia,2013-Q3,11038.6
1742,Croatia,2013-Q4,11007.7
1743,Croatia,2014-Q1,10980.9
1744,Croatia,2014-Q2,11041.8
1745,Croatia,2014-Q3,10994.9
1746,Croatia,2014-Q4,11054.1
1747,Croatia,2015-Q1,11120.4
1748,Croatia,2015-Q2,11260.0
1749,Croatia,2015-Q3,11461.5
1750,Croatia,2015-Q4,11307.0
1751,Croatia,2016-Q1,11599.5
1752,Croatia,2016-Q2,11634.1
1753,Croatia,2016-Q3,11692.1
1754,Croatia,2016-Q4,11842.5
1755,Croatia,2017-Q1,11999.6
1756,Croatia,2017-Q2,12000.4
1757,Croatia,2017-Q3,12155.2
1758,Croatia,2017-Q4,12194.4
1759,Croatia,2018-Q1,12217.8
1760,Croatia,2018-Q2,12478.4
1761,Croatia,2018-Q3,12487.6
1762,Croatia,2018-Q4,12562.8
1763,Croatia,2019-Q1,12789.5
1764,Croatia,2019-Q2,12922.9
1765,Croatia,2019-Q3,12825.7
1766,Croatia,2019-Q4,12973.7
1767,Croatia,2020-Q1,12882.9
1768,Croatia,2020-Q2,11100.2
1769,Croatia,2020-Q3,11464.4
1770,Croatia,2020-Q4,12061.8
1771,Croatia,2021-Q1,12777.2
1772,Croatia,2021-Q2,12972.8
1773,Croatia,2021-Q3,13144.7
1774,Croatia,2021-Q4,13276.4
1775,Croatia,2022-Q1,13634.6
1776,Hungary,1995-Q1,17925.9
1777,Hungary,1995-Q2,17884.4
1778,Hungary,1995-Q3,17880.8
1779,Hungary,1995-Q4,17806.7
1780,Hungary,1996-Q1,17926.3
1781,Hungary,1996-Q2,17810.9
1782,Hungary,1996-Q3,17781.2
1783,Hungary,1996-Q4,18005.3
1784,Hungary,1997-Q1,18190.2
1785,Hungary,1997-Q2,18375.8
1786,Hungary,1997-Q3,18538.6
1787,Hungary,1997-Q4,18694.7
1788,Hungary,1998-Q1,18855.3
1789,Hungary,1998-Q2,19141.5
1790,Hungary,1998-Q3,19317.9
1791,Hungary,1998-Q4,19325.6
1792,Hungary,1999-Q1,19333.1
1793,Hungary,1999-Q2,19536.3
1794,Hungary,1999-Q3,19904.8
1795,Hungary,1999-Q4,20132.0
1796,Hungary,2000-Q1,20293.9
1797,Hungary,2000-Q2,20512.7
1798,Hungary,2000-Q3,20695.4
1799,Hungary,2000-Q4,21089.1
1800,Hungary,2001-Q1,21237.7
1801,Hungary,2001-Q2,21404.2
1802,Hungary,2001-Q3,21596.4
1803,Hungary,2001-Q4,21757.8
1804,Hungary,2002-Q1,22258.5
1805,Hungary,2002-Q2,22374.0
1806,Hungary,2002-Q3,22580.1
1807,Hungary,2002-Q4,22855.6
1808,Hungary,2003-Q1,23036.3
1809,Hungary,2003-Q2,23274.1
1810,Hungary,2003-Q3,23552.9
1811,Hungary,2003-Q4,23792.5
1812,Hungary,2004-Q1,24159.0
1813,Hungary,2004-Q2,24446.6
1814,Hungary,2004-Q3,24740.8
1815,Hungary,2004-Q4,24836.0
1816,Hungary,2005-Q1,25080.2
1817,Hungary,2005-Q2,25570.0
1818,Hungary,2005-Q3,25757.9
1819,Hungary,2005-Q4,26047.2
1820,Hungary,2006-Q1,26255.3
1821,Hungary,2006-Q2,26624.6
1822,Hungary,2006-Q3,26770.5
1823,Hungary,2006-Q4,27027.3
1824,Hungary,2007-Q1,26689.4
1825,Hungary,2007-Q2,26656.2
1826,Hungary,2007-Q3,26792.4
1827,Hungary,2007-Q4,26879.6
1828,Hungary,2008-Q1,27121.7
1829,Hungary,2008-Q2,27290.4
1830,Hungary,2008-Q3,27232.2
1831,Hungary,2008-Q4,26280.2
1832,Hungary,2009-Q1,25198.4
1833,Hungary,2009-Q2,25208.8
1834,Hungary,2009-Q3,25205.3
1835,Hungary,2009-Q4,25196.3
1836,Hungary,2010-Q1,25205.9
1837,Hungary,2010-Q2,25409.4
1838,Hungary,2010-Q3,25616.0
1839,Hungary,2010-Q4,25610.6
1840,Hungary,2011-Q1,25842.8
1841,Hungary,2011-Q2,25819.8
1842,Hungary,2011-Q3,25879.7
1843,Hungary,2011-Q4,26204.8
1844,Hungary,2012-Q1,25742.5
1845,Hungary,2012-Q2,25571.0
1846,Hungary,2012-Q3,25659.0
1847,Hungary,2012-Q4,25625.0
1848,Hungary,2013-Q1,25676.6
1849,Hungary,2013-Q2,25926.8
1850,Hungary,2013-Q3,26333.4
1851,Hungary,2013-Q4,26560.9
1852,Hungary,2014-Q1,26768.9
1853,Hungary,2014-Q2,27121.8
1854,Hungary,2014-Q3,27380.6
1855,Hungary,2014-Q4,27534.4
1856,Hungary,2015-Q1,27991.5
1857,Hungary,2015-Q2,28022.9
1858,Hungary,2015-Q3,28233.0
1859,Hungary,2015-Q4,28527.9
1860,Hungary,2016-Q1,28371.0
1861,Hungary,2016-Q2,28756.9
1862,Hungary,2016-Q3,28900.6
1863,Hungary,2016-Q4,29153.5
1864,Hungary,2017-Q1,29566.1
1865,Hungary,2017-Q2,29925.3
1866,Hungary,2017-Q3,30191.0
1867,Hungary,2017-Q4,30624.1
1868,Hungary,2018-Q1,31171.9
1869,Hungary,2018-Q2,31470.9
1870,Hungary,2018-Q3,31917.1
1871,Hungary,2018-Q4,32241.8
1872,Hungary,2019-Q1,32774.0
1873,Hungary,2019-Q2,32929.8
1874,Hungary,2019-Q3,33341.4
1875,Hungary,2019-Q4,33528.3
1876,Hungary,2020-Q1,33353.5
1877,Hungary,2020-Q2,28633.8
1878,Hungary,2020-Q3,31946.7
1879,Hungary,2020-Q4,32458.5
1880,Hungary,2021-Q1,32874.1
1881,Hungary,2021-Q2,33673.9
1882,Hungary,2021-Q3,34033.8
1883,Hungary,2021-Q4,34778.8
1884,Hungary,2022-Q1,35510.1
1885,Ireland,1995-Q1,23060.9
1886,Ireland,1995-Q2,23539.2
1887,Ireland,1995-Q3,23797.6
1888,Ireland,1995-Q4,24142.5
1889,Ireland,1996-Q1,24865.7
1890,Ireland,1996-Q2,25414.2
1891,Ireland,1996-Q3,25276.0
1892,Ireland,1996-Q4,25585.5
1893,Ireland,1997-Q1,26681.8
1894,Ireland,1997-Q2,27888.5
1895,Ireland,1997-Q3,28358.7
1896,Ireland,1997-Q4,28821.2
1897,Ireland,1998-Q1,29484.5
1898,Ireland,1998-Q2,30243.5
1899,Ireland,1998-Q3,31374.4
1900,Ireland,1998-Q4,30618.0
1901,Ireland,1999-Q1,32350.5
1902,Ireland,1999-Q2,32713.1
1903,Ireland,1999-Q3,34041.4
1904,Ireland,1999-Q4,34824.3
1905,Ireland,2000-Q1,35162.9
1906,Ireland,2000-Q2,36079.7
1907,Ireland,2000-Q3,36869.6
1908,Ireland,2000-Q4,37254.8
1909,Ireland,2001-Q1,37845.5
1910,Ireland,2001-Q2,38278.2
1911,Ireland,2001-Q3,38089.2
1912,Ireland,2001-Q4,38811.2
1913,Ireland,2002-Q1,39573.8
1914,Ireland,2002-Q2,39750.9
1915,Ireland,2002-Q3,40536.8
1916,Ireland,2002-Q4,41165.6
1917,Ireland,2003-Q1,41064.3
1918,Ireland,2003-Q2,41318.2
1919,Ireland,2003-Q3,41282.9
1920,Ireland,2003-Q4,43886.9
1921,Ireland,2004-Q1,43643.0
1922,Ireland,2004-Q2,44571.1
1923,Ireland,2004-Q3,44104.0
1924,Ireland,2004-Q4,45664.2
1925,Ireland,2005-Q1,46342.9
1926,Ireland,2005-Q2,47438.4
1927,Ireland,2005-Q3,46544.5
1928,Ireland,2005-Q4,48374.3
1929,Ireland,2006-Q1,49326.3
1930,Ireland,2006-Q2,49400.5
1931,Ireland,2006-Q3,49712.3
1932,Ireland,2006-Q4,50160.1
1933,Ireland,2007-Q1,52930.5
1934,Ireland,2007-Q2,52333.4
1935,Ireland,2007-Q3,50961.2
1936,Ireland,2007-Q4,52856.8
1937,Ireland,2008-Q1,51533.2
1938,Ireland,2008-Q2,50684.1
1939,Ireland,2008-Q3,50068.6
1940,Ireland,2008-Q4,47761.9
1941,Ireland,2009-Q1,47816.3
1942,Ireland,2009-Q2,47830.8
1943,Ireland,2009-Q3,47309.7
1944,Ireland,2009-Q4,45631.4
1945,Ireland,2010-Q1,47617.8
1946,Ireland,2010-Q2,47939.8
1947,Ireland,2010-Q3,48009.6
1948,Ireland,2010-Q4,47127.7
1949,Ireland,2011-Q1,48717.6
1950,Ireland,2011-Q2,49293.9
1951,Ireland,2011-Q3,48609.1
1952,Ireland,2011-Q4,48511.1
1953,Ireland,2012-Q1,48506.4
1954,Ireland,2012-Q2,49132.7
1955,Ireland,2012-Q3,48664.6
1956,Ireland,2012-Q4,48656.3
1957,Ireland,2013-Q1,48271.7
1958,Ireland,2013-Q2,49079.7
1959,Ireland,2013-Q3,50635.9
1960,Ireland,2013-Q4,50013.5
1961,Ireland,2014-Q1,51919.3
1962,Ireland,2014-Q2,53542.9
1963,Ireland,2014-Q3,54511.9
1964,Ireland,2014-Q4,54329.9
1965,Ireland,2015-Q1,65752.7
1966,Ireland,2015-Q2,64079.9
1967,Ireland,2015-Q3,66376.9
1968,Ireland,2015-Q4,67035.0
1969,Ireland,2016-Q1,64679.8
1970,Ireland,2016-Q2,65603.1
1971,Ireland,2016-Q3,65903.7
1972,Ireland,2016-Q4,72994.9
1973,Ireland,2017-Q1,69917.4
1974,Ireland,2017-Q2,71194.4
1975,Ireland,2017-Q3,74966.5
1976,Ireland,2017-Q4,78655.2
1977,Ireland,2018-Q1,78549.7
1978,Ireland,2018-Q2,80333.2
1979,Ireland,2018-Q3,80607.3
1980,Ireland,2018-Q4,81255.5
1981,Ireland,2019-Q1,82653.5
1982,Ireland,2019-Q2,84065.2
1983,Ireland,2019-Q3,85585.2
1984,Ireland,2019-Q4,86473.2
1985,Ireland,2020-Q1,88882.0
1986,Ireland,2020-Q2,84020.8
1987,Ireland,2020-Q3,94870.1
1988,Ireland,2020-Q4,90118.2
1989,Ireland,2021-Q1,98373.1
1990,Ireland,2021-Q2,100488.5
1991,Ireland,2021-Q3,104415.1
1992,Ireland,2021-Q4,102647.4
1993,Ireland,2022-Q1,109066.6
1994,Italy,1995-Q1,373226.4
1995,Italy,1995-Q2,374397.7
1996,Italy,1995-Q3,373621.1
1997,Italy,1995-Q4,376846.3
1998,Italy,1996-Q1,379828.2
1999,Italy,1996-Q2,379428.0
2000,Italy,1996-Q3,379990.1
2001,Italy,1996-Q4,378833.4
2002,Italy,1997-Q1,380104.7
2003,Italy,1997-Q2,385149.0
2004,Italy,1997-Q3,387735.0
2005,Italy,1997-Q4,394637.2
2006,Italy,1998-Q1,391789.2
2007,Italy,1998-Q2,393986.9
2008,Italy,1998-Q3,394614.0
2009,Italy,1998-Q4,392673.9
2010,Italy,1999-Q1,395067.5
2011,Italy,1999-Q2,396480.8
2012,Italy,1999-Q3,399998.7
2013,Italy,1999-Q4,406246.6
2014,Italy,2000-Q1,410395.8
2015,Italy,2000-Q2,413734.0
2016,Italy,2000-Q3,416272.4
2017,Italy,2000-Q4,422283.4
2018,Italy,2001-Q1,425092.7
2019,Italy,2001-Q2,423414.5
2020,Italy,2001-Q3,422208.8
2021,Italy,2001-Q4,421458.7
2022,Italy,2002-Q1,421926.1
2023,Italy,2002-Q2,423652.1
2024,Italy,2002-Q3,424620.9
2025,Italy,2002-Q4,426198.2
2026,Italy,2003-Q1,424724.4
2027,Italy,2003-Q2,424045.7
2028,Italy,2003-Q3,423739.8
2029,Italy,2003-Q4,427703.6
2030,Italy,2004-Q1,428614.3
2031,Italy,2004-Q2,430432.7
2032,Italy,2004-Q3,430385.6
2033,Italy,2004-Q4,431505.7
2034,Italy,2005-Q1,430630.3
2035,Italy,2005-Q2,433836.9
2036,Italy,2005-Q3,436546.6
2037,Italy,2005-Q4,437205.2
2038,Italy,2006-Q1,438164.0
2039,Italy,2006-Q2,441118.0
2040,Italy,2006-Q3,443007.1
2041,Italy,2006-Q4,448640.1
2042,Italy,2007-Q1,447946.7
2043,Italy,2007-Q2,448751.1
2044,Italy,2007-Q3,449763.1
2045,Italy,2007-Q4,448226.9
2046,Italy,2008-Q1,453226.4
2047,Italy,2008-Q2,448938.2
2048,Italy,2008-Q3,443406.9
2049,Italy,2008-Q4,431789.4
2050,Italy,2009-Q1,420158.1
2051,Italy,2009-Q2,418820.9
2052,Italy,2009-Q3,421257.8
2053,Italy,2009-Q4,422624.8
2054,Italy,2010-Q1,423758.2
2055,Italy,2010-Q2,426925.9
2056,Italy,2010-Q3,428966.8
2057,Italy,2010-Q4,431320.7
2058,Italy,2011-Q1,433376.9
2059,Italy,2011-Q2,433571.8
2060,Italy,2011-Q3,431305.7
2061,Italy,2011-Q4,427216.0
2062,Italy,2012-Q1,422577.7
2063,Italy,2012-Q2,419457.2
2064,Italy,2012-Q3,417283.8
2065,Italy,2012-Q4,414145.5
2066,Italy,2013-Q1,410282.5
2067,Italy,2013-Q2,410362.8
2068,Italy,2013-Q3,411308.4
2069,Italy,2013-Q4,410398.3
2070,Italy,2014-Q1,411047.0
2071,Italy,2014-Q2,410915.9
2072,Italy,2014-Q3,411338.1
2073,Italy,2014-Q4,410233.6
2074,Italy,2015-Q1,411318.7
2075,Italy,2015-Q2,412948.6
2076,Italy,2015-Q3,413940.0
2077,Italy,2015-Q4,416127.5
2078,Italy,2016-Q1,417261.8
2079,Italy,2016-Q2,418119.8
2080,Italy,2016-Q3,420489.3
2081,Italy,2016-Q4,421694.2
2082,Italy,2017-Q1,424010.4
2083,Italy,2017-Q2,425706.0
2084,Italy,2017-Q3,427331.4
2085,Italy,2017-Q4,429623.9
2086,Italy,2018-Q1,429473.1
2087,Italy,2018-Q2,429574.2
2088,Italy,2018-Q3,430084.6
2089,Italy,2018-Q4,431360.7
2090,Italy,2019-Q1,432213.3
2091,Italy,2019-Q2,433420.4
2092,Italy,2019-Q3,433460.5
2093,Italy,2019-Q4,429953.9
2094,Italy,2020-Q1,404537.1
2095,Italy,2020-Q2,353351.1
2096,Italy,2020-Q3,410219.0
2097,Italy,2020-Q4,403767.1
2098,Italy,2021-Q1,404620.4
2099,Italy,2021-Q2,415311.9
2100,Italy,2021-Q3,426643.5
2101,Italy,2021-Q4,429421.9
2102,Italy,2022-Q1,429888.7
2103,Italy,2022-Q2,434338.5
2104,Lithuania,1995-Q1,3950.9
2105,Lithuania,1995-Q2,4035.0
2106,Lithuania,1995-Q3,4035.5
2107,Lithuania,1995-Q4,4118.1
2108,Lithuania,1996-Q1,4170.9
2109,Lithuania,1996-Q2,4157.5
2110,Lithuania,1996-Q3,4293.7
2111,Lithuania,1996-Q4,4324.9
2112,Lithuania,1997-Q1,4405.4
2113,Lithuania,1997-Q2,4535.9
2114,Lithuania,1997-Q3,4651.1
2115,Lithuania,1997-Q4,4759.9
2116,Lithuania,1998-Q1,4858.7
2117,Lithuania,1998-Q2,4928.3
2118,Lithuania,1998-Q3,4974.0
2119,Lithuania,1998-Q4,4975.6
2120,Lithuania,1999-Q1,4891.7
2121,Lithuania,1999-Q2,4910.9
2122,Lithuania,1999-Q3,4850.1
2123,Lithuania,1999-Q4,4859.5
2124,Lithuania,2000-Q1,4964.7
2125,Lithuania,2000-Q2,5015.3
2126,Lithuania,2000-Q3,5090.9
2127,Lithuania,2000-Q4,5168.6
2128,Lithuania,2001-Q1,5293.2
2129,Lithuania,2001-Q2,5312.1
2130,Lithuania,2001-Q3,5418.8
2131,Lithuania,2001-Q4,5547.4
2132,Lithuania,2002-Q1,5553.5
2133,Lithuania,2002-Q2,5727.4
2134,Lithuania,2002-Q3,5827.7
2135,Lithuania,2002-Q4,5915.6
2136,Lithuania,2003-Q1,6174.2
2137,Lithuania,2003-Q2,6265.9
2138,Lithuania,2003-Q3,6442.8
2139,Lithuania,2003-Q4,6557.7
2140,Lithuania,2004-Q1,6620.5
2141,Lithuania,2004-Q2,6743.7
2142,Lithuania,2004-Q3,6787.5
2143,Lithuania,2004-Q4,6944.4
